City,Days Overdue Breakdown,Loan Term in Years,Origination Date,Segment,State,Amount,Amount Due,Avg. Interest Rate,Calc for Metrics Parameter,Days Overdue,Loan Term in Months,No. of Loans,Risk Rate
Washington,0-15,21-30 Years,2022-05-07,Commercial,District of Columbia,5000.0,5245.0,5,"5,000",8,348,1,4
Richmond,76-90,21-30 Years,2021-06-08,Commercial,Virginia,5000.0,5285.0,6,"5,000",82,348,1,4
Omaha,16-30,21-30 Years,2019-09-13,Commercial,Nebraska,7000.0,7385.0,6,"7,000",21,348,1,4
Omaha,61-75,21-30 Years,2019-11-02,Commercial,Nebraska,14000.0,14741.0,5,"14,000",65,348,1,4
Grand Rapids,0-15,21-30 Years,2021-06-12,Commercial,Michigan,500.0,532.0,6,500,5,360,1,4
Greensboro,0-15,21-30 Years,2021-07-24,Commercial,North Carolina,500.0,534.0,7,500,9,360,1,4
Greenville,16-30,21-30 Years,2020-08-10,Commercial,South Carolina,500.0,526.0,5,500,18,360,1,4
Sacramento,16-30,21-30 Years,2019-11-10,Commercial,California,500.0,525.0,5,500,30,360,1,4
Charleston,31-45,21-30 Years,2020-01-17,Commercial,West Virginia,500.0,528.0,6,500,35,360,1,4
Chicago,31-45,21-30 Years,2022-05-24,Commercial,Illinois,500.0,525.0,5,500,41,360,1,4
Washington,31-45,21-30 Years,2020-08-04,Commercial,District of Columbia,500.0,529.0,6,500,41,360,1,4
Charlotte,46-60,21-30 Years,2022-01-06,Commercial,North Carolina,500.0,529.0,6,500,49,360,1,4
Boston,46-60,21-30 Years,2022-04-06,Commercial,Massachusetts,500.0,526.0,5,500,52,360,1,4
Wichita,46-60,21-30 Years,2022-01-27,Commercial,Kansas,500.0,528.0,6,500,54,360,1,4
Aurora,46-60,21-30 Years,2019-09-14,Commercial,Colorado,500.0,521.0,4,500,58,360,1,4
Baltimore,46-60,21-30 Years,2022-05-20,Commercial,Maryland,500.0,535.0,7,500,59,360,1,4
Port Saint Lucie,61-75,21-30 Years,2020-09-22,Commercial,Florida,500.0,531.0,6,500,67,360,1,4
Lake Worth,61-75,21-30 Years,2021-03-28,Commercial,Florida,500.0,522.0,4,500,68,360,1,4
Dayton,61-75,21-30 Years,2020-02-05,Commercial,Ohio,500.0,520.0,4,500,71,360,1,4
Jersey City,61-75,21-30 Years,2021-04-20,Commercial,New Jersey,500.0,523.0,5,500,71,360,1,4
Indianapolis,61-75,21-30 Years,2019-07-30,Commercial,Indiana,500.0,532.0,6,500,74,360,1,4
Johnstown,76-90,21-30 Years,2022-03-06,Commercial,Pennsylvania,500.0,530.0,6,500,76,360,1,4
Lubbock,76-90,21-30 Years,2021-02-26,Commercial,Texas,500.0,523.0,5,500,83,360,1,4
Waltham,0-15,21-30 Years,2021-04-26,Commercial,Massachusetts,1000.0,1067.0,7,"1,000",1,360,1,4
Stockton,0-15,21-30 Years,2019-09-29,Commercial,California,1000.0,1047.0,5,"1,000",7,360,1,4
Chicago,16-30,21-30 Years,2021-03-15,Commercial,Illinois,1000.0,1056.0,6,"1,000",25,360,1,4
Amarillo,16-30,21-30 Years,2019-07-06,Commercial,Texas,1000.0,1066.0,7,"1,000",26,360,1,4
Saint Louis,46-60,21-30 Years,2021-01-18,Commercial,Missouri,1000.0,1049.0,5,"1,000",54,360,1,4
Richmond,46-60,21-30 Years,2019-08-13,Commercial,Virginia,1000.0,1042.0,4,"1,000",59,360,1,4
San Diego,61-75,21-30 Years,2020-05-03,Commercial,California,1000.0,1058.0,6,"1,000",69,360,1,4
Charleston,76-90,21-30 Years,2021-10-02,Commercial,West Virginia,1000.0,1067.0,7,"1,000",76,360,1,4
Kansas City,31-45,21-30 Years,2021-10-10,Commercial,Missouri,2000.0,2099.0,5,"2,000",31,360,1,4
Jacksonville,46-60,21-30 Years,2022-05-16,Commercial,Florida,2000.0,2110.0,6,"2,000",52,360,1,4
Madison,61-75,21-30 Years,2022-02-03,Commercial,Wisconsin,3000.0,3154.0,5,"3,000",64,360,1,4
Baltimore,31-45,21-30 Years,2021-02-07,Commercial,Maryland,4000.0,4183.0,5,"4,000",40,360,1,4
Sarasota,76-90,21-30 Years,2021-04-20,Commercial,Florida,4000.0,4236.0,6,"4,000",76,360,1,4
Orlando,16-30,21-30 Years,2021-07-10,Commercial,Florida,22000.0,23140.0,5,"22,000",17,360,1,4
Tampa,16-30,11-20 Years,2021-06-16,Home Mortgage,Florida,500.0,528.0,6,500,18,180,1,4
Amarillo,16-30,11-20 Years,2022-07-03,Home Mortgage,Texas,500.0,528.0,6,500,30,180,1,4
Norfolk,31-45,11-20 Years,2020-03-14,Home Mortgage,Virginia,500.0,528.0,6,500,32,180,1,4
Chicago,31-45,11-20 Years,2021-09-04,Home Mortgage,Illinois,500.0,529.0,6,500,36,180,1,4
Atlanta,46-60,11-20 Years,2020-01-12,Home Mortgage,Georgia,500.0,528.0,6,500,55,180,1,4
Littleton,46-60,11-20 Years,2020-06-27,Home Mortgage,Colorado,500.0,522.0,4,500,56,180,1,4
Fort Collins,46-60,11-20 Years,2021-09-08,Home Mortgage,Colorado,500.0,525.0,5,500,60,180,1,4
El Paso,76-90,11-20 Years,2020-02-28,Home Mortgage,Texas,500.0,528.0,6,500,76,180,1,4
Mesa,0-15,11-20 Years,2021-01-27,Home Mortgage,Arizona,1000.0,1033.0,3,"1,000",13,180,1,4
Las Vegas,16-30,11-20 Years,2020-01-31,Home Mortgage,Nevada,1000.0,1048.0,5,"1,000",20,180,1,4
Dallas,31-45,11-20 Years,2021-04-11,Home Mortgage,Texas,1000.0,1051.0,5,"1,000",35,180,1,4
Pasadena,31-45,11-20 Years,2022-06-04,Home Mortgage,California,1000.0,1032.0,3,"1,000",39,180,1,4
Kansas City,16-30,11-20 Years,2019-09-03,Home Mortgage,Kansas,2000.0,2104.0,5,"2,000",26,180,1,4
Boca Raton,31-45,11-20 Years,2020-06-10,Home Mortgage,Florida,2000.0,2117.0,6,"2,000",39,180,1,4
Corpus Christi,90+,11-20 Years,2021-10-17,Home Mortgage,Texas,4000.0,4227.0,6,"4,000",93,180,1,4
Peoria,76-90,11-20 Years,2021-06-30,Home Mortgage,Arizona,13000.0,13666.0,5,"13,000",78,180,1,4
New York City,0-15,11-20 Years,2019-09-10,Home Mortgage,New York,500.0,515.0,3,500,2,192,1,4
Baltimore,0-15,11-20 Years,2020-02-07,Home Mortgage,Maryland,500.0,523.0,5,500,7,192,1,4
Wilkes Barre,16-30,11-20 Years,2019-09-24,Home Mortgage,Pennsylvania,500.0,518.0,4,500,18,192,1,4
San Diego,16-30,11-20 Years,2021-12-11,Home Mortgage,California,500.0,525.0,5,500,22,192,1,4
Charlottesville,16-30,11-20 Years,2020-09-08,Home Mortgage,Virginia,500.0,520.0,4,500,25,192,1,4
Columbus,16-30,11-20 Years,2019-09-02,Home Mortgage,Georgia,500.0,516.0,3,500,28,192,1,4
El Paso,31-45,11-20 Years,2020-01-06,Home Mortgage,Texas,500.0,529.0,6,500,38,192,1,4
Louisville,31-45,11-20 Years,2021-09-01,Home Mortgage,Kentucky,500.0,526.0,5,500,39,192,1,4
Duluth,31-45,11-20 Years,2021-06-08,Home Mortgage,Minnesota,500.0,530.0,6,500,41,192,1,4
Norfolk,46-60,11-20 Years,2019-12-09,Home Mortgage,Virginia,500.0,525.0,5,500,56,192,1,4
Lexington,46-60,11-20 Years,2019-08-23,Home Mortgage,Kentucky,500.0,530.0,6,500,58,192,1,4
Alexandria,46-60,11-20 Years,2020-07-19,Home Mortgage,Virginia,500.0,529.0,6,500,59,192,1,4
Raleigh,61-75,11-20 Years,2020-11-26,Home Mortgage,North Carolina,500.0,527.0,5,500,66,192,1,4
Los Angeles,76-90,11-20 Years,2021-03-21,Home Mortgage,California,500.0,519.0,4,500,83,192,1,4
Trenton,76-90,11-20 Years,2020-12-21,Home Mortgage,New Jersey,500.0,529.0,6,500,84,192,1,4
Spokane,76-90,11-20 Years,2020-10-15,Home Mortgage,Washington,500.0,525.0,5,500,88,192,1,4
Washington,90+,11-20 Years,2020-09-24,Home Mortgage,District of Columbia,500.0,521.0,4,500,91,192,1,4
Wichita,0-15,11-20 Years,2022-02-03,Home Mortgage,Kansas,1000.0,1032.0,3,"1,000",15,192,1,4
New Haven,76-90,11-20 Years,2021-06-18,Home Mortgage,Connecticut,1000.0,1055.0,6,"1,000",89,192,1,4
Philadelphia,76-90,11-20 Years,2021-09-21,Home Mortgage,Pennsylvania,2000.0,2112.0,6,"2,000",79,192,1,4
Abilene,76-90,11-20 Years,2020-10-21,Home Mortgage,Texas,3000.0,3134.0,4,"3,000",79,192,1,4
Brockton,31-45,11-20 Years,2021-03-10,Home Mortgage,Massachusetts,19000.0,19600.0,3,"19,000",33,192,1,4
Los Angeles,0-15,11-20 Years,2021-06-10,Home Mortgage,California,28000.0,29635.0,6,"28,000",15,192,1,4
Pensacola,0-15,11-20 Years,2019-09-05,Home Mortgage,Florida,500.0,516.0,3,500,10,204,1,4
Melbourne,16-30,11-20 Years,2019-08-23,Home Mortgage,Florida,500.0,528.0,6,500,20,204,1,4
Atlanta,16-30,11-20 Years,2020-03-13,Home Mortgage,Georgia,500.0,516.0,3,500,26,204,1,4
Saginaw,31-45,11-20 Years,2020-06-11,Home Mortgage,Michigan,500.0,528.0,6,500,37,204,1,4
Charlotte,46-60,11-20 Years,2021-12-20,Home Mortgage,North Carolina,500.0,517.0,3,500,46,204,1,4
San Francisco,46-60,11-20 Years,2020-05-16,Home Mortgage,California,500.0,519.0,4,500,50,204,1,4
Montgomery,46-60,11-20 Years,2020-01-18,Home Mortgage,Alabama,500.0,516.0,3,500,53,204,1,4
New Orleans,61-75,11-20 Years,2022-03-04,Home Mortgage,Louisiana,500.0,527.0,5,500,64,204,1,4
Jamaica,61-75,11-20 Years,2022-01-10,Home Mortgage,New York,500.0,520.0,4,500,67,204,1,4
Norwalk,61-75,11-20 Years,2019-09-21,Home Mortgage,Connecticut,500.0,528.0,6,500,67,204,1,4
Lexington,61-75,11-20 Years,2021-09-03,Home Mortgage,Kentucky,500.0,528.0,6,500,72,204,1,4
Roanoke,76-90,11-20 Years,2021-11-20,Home Mortgage,Virginia,500.0,527.0,5,500,87,204,1,4
Albany,61-75,11-20 Years,2020-06-21,Home Mortgage,Georgia,1000.0,1050.0,5,"1,000",70,204,1,4
Pasadena,46-60,11-20 Years,2019-10-11,Home Mortgage,California,1500.0,1570.0,5,"1,500",58,204,1,4
Allentown,90+,11-20 Years,2021-10-06,Home Mortgage,Pennsylvania,2000.0,2075.0,4,"2,000",92,204,1,4
Cleveland,16-30,11-20 Years,2020-03-21,Home Mortgage,Ohio,3000.0,3161.0,5,"3,000",16,204,1,4
Des Moines,46-60,11-20 Years,2019-09-27,Home Mortgage,Iowa,3000.0,3109.0,4,"3,000",49,204,1,4
Cedar Rapids,31-45,11-20 Years,2022-02-20,Home Mortgage,Iowa,6000.0,6337.0,6,"6,000",39,204,1,4
Tallahassee,0-15,11-20 Years,2021-04-21,Home Mortgage,Florida,500.0,529.0,6,500,8,216,1,4
New Castle,16-30,11-20 Years,2022-02-18,Home Mortgage,Pennsylvania,500.0,518.0,4,500,20,216,1,4
Corpus Christi,16-30,11-20 Years,2020-07-27,Home Mortgage,Texas,500.0,519.0,4,500,26,216,1,4
Trenton,16-30,11-20 Years,2021-02-05,Home Mortgage,New Jersey,500.0,515.0,3,500,28,216,1,4
Atlanta,31-45,11-20 Years,2021-10-20,Home Mortgage,Georgia,500.0,528.0,6,500,37,216,1,4
Austin,46-60,11-20 Years,2020-12-09,Home Mortgage,Texas,500.0,523.0,5,500,48,216,1,4
Port Charlotte,46-60,11-20 Years,2019-07-01,Home Mortgage,Florida,500.0,522.0,4,500,52,216,1,4
Washington,46-60,11-20 Years,2022-01-13,Home Mortgage,District of Columbia,500.0,525.0,5,500,54,216,1,4
Seattle,46-60,11-20 Years,2021-07-23,Home Mortgage,Washington,500.0,527.0,5,500,56,216,1,4
Boston,46-60,11-20 Years,2022-07-29,Home Mortgage,Massachusetts,500.0,524.0,5,500,57,216,1,4
Philadelphia,76-90,11-20 Years,2022-06-19,Home Mortgage,Pennsylvania,500.0,518.0,4,500,76,216,1,4
Clearwater,76-90,11-20 Years,2020-12-11,Home Mortgage,Florida,500.0,529.0,6,500,76,216,1,4
Boulder,76-90,11-20 Years,2022-06-02,Home Mortgage,Colorado,500.0,518.0,4,500,78,216,1,4
Wichita,76-90,11-20 Years,2022-06-07,Home Mortgage,Kansas,500.0,528.0,6,500,80,216,1,4
Brooklyn,76-90,11-20 Years,2020-11-08,Home Mortgage,New York,500.0,528.0,6,500,87,216,1,4
Columbus,76-90,11-20 Years,2019-12-09,Home Mortgage,Ohio,500.0,525.0,5,500,88,216,1,4
Tucson,76-90,11-20 Years,2020-09-12,Home Mortgage,Arizona,500.0,519.0,4,500,90,216,1,4
Hattiesburg,90+,11-20 Years,2020-07-10,Home Mortgage,Mississippi,500.0,523.0,5,500,95,216,1,4
New York City,0-15,11-20 Years,2020-02-20,Home Mortgage,New York,1000.0,1037.0,4,"1,000",3,216,1,4
Huntington,0-15,11-20 Years,2020-08-23,Home Mortgage,West Virginia,1000.0,1045.0,5,"1,000",6,216,1,4
Charlotte,31-45,11-20 Years,2022-04-12,Home Mortgage,North Carolina,1000.0,1055.0,6,"1,000",35,216,1,4
Washington,46-60,11-20 Years,2020-05-21,Home Mortgage,District of Columbia,1000.0,1047.0,5,"1,000",51,216,1,4
Daytona Beach,46-60,11-20 Years,2019-11-20,Home Mortgage,Florida,1000.0,1042.0,4,"1,000",56,216,1,4
Memphis,61-75,11-20 Years,2021-05-05,Home Mortgage,Tennessee,1000.0,1038.0,4,"1,000",65,216,1,4
Columbus,76-90,11-20 Years,2020-05-20,Home Mortgage,Ohio,1000.0,1047.0,5,"1,000",78,216,1,4
Detroit,0-15,11-20 Years,2020-09-05,Home Mortgage,Michigan,2000.0,2110.0,6,"2,000",2,216,1,4
El Paso,16-30,11-20 Years,2020-08-14,Home Mortgage,Texas,3000.0,3148.0,5,"3,000",25,216,1,4
Bellevue,16-30,11-20 Years,2020-05-03,Home Mortgage,Washington,4000.0,4204.0,5,"4,000",27,216,1,4
Waltham,76-90,11-20 Years,2021-09-15,Home Mortgage,Massachusetts,5000.0,5208.0,4,"5,000",79,216,1,4
Houston,16-30,11-20 Years,2022-02-02,Home Mortgage,Texas,6000.0,6319.0,5,"6,000",24,216,1,4
Tucson,31-45,11-20 Years,2021-12-21,Home Mortgage,Arizona,6000.0,6240.0,4,"6,000",44,216,1,4
Philadelphia,61-75,11-20 Years,2022-02-24,Home Mortgage,Pennsylvania,7000.0,7236.0,3,"7,000",67,216,1,4
Oklahoma City,0-15,11-20 Years,2021-07-02,Home Mortgage,Oklahoma,500.0,517.0,3,500,4,228,1,4
Bronx,16-30,11-20 Years,2021-05-07,Home Mortgage,New York,500.0,522.0,4,500,24,228,1,4
Jersey City,31-45,11-20 Years,2022-04-02,Home Mortgage,New Jersey,500.0,515.0,3,500,31,228,1,4
Kansas City,31-45,11-20 Years,2019-07-26,Home Mortgage,Missouri,500.0,524.0,5,500,37,228,1,4
Seattle,31-45,11-20 Years,2019-09-11,Home Mortgage,Washington,500.0,521.0,4,500,39,228,1,4
Cleveland,31-45,11-20 Years,2020-08-31,Home Mortgage,Ohio,500.0,528.0,6,500,39,228,1,4
Memphis,46-60,11-20 Years,2019-10-18,Home Mortgage,Tennessee,500.0,521.0,4,500,46,228,1,4
Raleigh,46-60,11-20 Years,2020-11-01,Home Mortgage,North Carolina,500.0,524.0,5,500,49,228,1,4
Santa Barbara,61-75,11-20 Years,2022-06-06,Home Mortgage,California,500.0,523.0,5,500,68,228,1,4
Columbia,61-75,11-20 Years,2022-01-10,Home Mortgage,South Carolina,500.0,527.0,5,500,68,228,1,4
San Antonio,61-75,11-20 Years,2021-01-03,Home Mortgage,Texas,500.0,525.0,5,500,72,228,1,4
Jamaica,61-75,11-20 Years,2022-07-01,Home Mortgage,New York,500.0,526.0,5,500,72,228,1,4
Macon,76-90,11-20 Years,2022-07-28,Home Mortgage,Georgia,500.0,519.0,4,500,77,228,1,4
New York City,46-60,11-20 Years,2021-02-06,Home Mortgage,New York,1000.0,1051.0,5,"1,000",60,228,1,4
El Paso,61-75,11-20 Years,2021-11-19,Home Mortgage,Texas,1000.0,1037.0,4,"1,000",67,228,1,4
Washington,76-90,11-20 Years,2020-07-19,Home Mortgage,District of Columbia,1000.0,1052.0,5,"1,000",83,228,1,4
Tacoma,76-90,11-20 Years,2022-01-04,Home Mortgage,Washington,1000.0,1052.0,5,"1,000",83,228,1,4
Jefferson City,31-45,11-20 Years,2020-06-09,Home Mortgage,Missouri,2000.0,2075.0,4,"2,000",33,228,1,4
Boulder,46-60,11-20 Years,2020-02-16,Home Mortgage,Colorado,2000.0,2091.0,5,"2,000",49,228,1,4
Saint Paul,46-60,11-20 Years,2021-03-03,Home Mortgage,Minnesota,3000.0,3152.0,5,"3,000",51,228,1,4
Winston Salem,90+,11-20 Years,2021-03-31,Home Mortgage,North Carolina,3000.0,3113.0,4,"3,000",91,228,1,4
Dayton,90+,11-20 Years,2021-08-22,Home Mortgage,Ohio,3000.0,3127.0,4,"3,000",93,228,1,4
Los Angeles,16-30,11-20 Years,2020-11-05,Home Mortgage,California,4000.0,4152.0,4,"4,000",21,228,1,4
San Diego,61-75,11-20 Years,2020-12-29,Home Mortgage,California,8000.0,8269.0,3,"8,000",69,228,1,4
Spring,0-15,11-20 Years,2021-10-26,Home Mortgage,Texas,11000.0,11648.0,6,"11,000",1,228,1,4
Beaufort,0-15,11-20 Years,2020-11-20,Home Mortgage,South Carolina,500.0,518.0,4,500,6,240,1,4
Mesa,16-30,11-20 Years,2021-09-20,Home Mortgage,Arizona,500.0,523.0,5,500,26,240,1,4
Chandler,46-60,11-20 Years,2020-06-28,Home Mortgage,Arizona,500.0,519.0,4,500,49,240,1,4
Minneapolis,46-60,11-20 Years,2019-10-13,Home Mortgage,Minnesota,500.0,518.0,4,500,55,240,1,4
Saint Louis,46-60,11-20 Years,2020-09-01,Home Mortgage,Missouri,500.0,529.0,6,500,55,240,1,4
Roanoke,61-75,11-20 Years,2019-08-28,Home Mortgage,Virginia,500.0,515.0,3,500,70,240,1,4
Houston,76-90,11-20 Years,2021-04-05,Home Mortgage,Texas,500.0,519.0,4,500,76,240,1,4
Columbus,76-90,11-20 Years,2019-09-09,Home Mortgage,Ohio,500.0,516.0,3,500,85,240,1,4
Lancaster,0-15,11-20 Years,2022-04-22,Home Mortgage,Pennsylvania,1000.0,1048.0,5,"1,000",1,240,1,4
Springfield,0-15,11-20 Years,2021-08-17,Home Mortgage,Ohio,1000.0,1050.0,5,"1,000",12,240,1,4
Brea,16-30,11-20 Years,2020-01-15,Home Mortgage,California,1000.0,1038.0,4,"1,000",23,240,1,4
Los Angeles,76-90,11-20 Years,2020-12-11,Home Mortgage,California,1000.0,1039.0,4,"1,000",90,240,1,4
Kansas City,31-45,11-20 Years,2021-05-09,Home Mortgage,Kansas,2000.0,2075.0,4,"2,000",33,240,1,4
San Francisco,46-60,11-20 Years,2020-02-29,Home Mortgage,California,2000.0,2103.0,5,"2,000",47,240,1,4
Louisville,61-75,11-20 Years,2019-09-25,Home Mortgage,Kentucky,2000.0,2102.0,5,"2,000",66,240,1,4
Trenton,31-45,11-20 Years,2020-07-28,Home Mortgage,New Jersey,3000.0,3121.0,4,"3,000",39,240,1,4
Indianapolis,16-30,11-20 Years,2021-03-25,Home Mortgage,Indiana,4000.0,4172.0,4,"4,000",18,240,1,4
Virginia Beach,16-30,11-20 Years,2020-07-21,Home Mortgage,Virginia,5000.0,5235.0,5,"5,000",23,240,1,4
Macon,31-45,11-20 Years,2022-02-10,Home Mortgage,Georgia,16000.0,16899.0,6,"16,000",35,240,1,4
Wilmington,0-15,21-30 Years,2020-11-28,Home Mortgage,North Carolina,500.0,525.0,5,500,11,252,1,4
Atlanta,0-15,21-30 Years,2020-09-08,Home Mortgage,Georgia,500.0,523.0,5,500,13,252,1,4
Fort Lauderdale,16-30,21-30 Years,2022-04-25,Home Mortgage,Florida,500.0,517.0,3,500,22,252,1,4
Sacramento,16-30,21-30 Years,2020-06-20,Home Mortgage,California,500.0,519.0,4,500,23,252,1,4
Cambridge,31-45,21-30 Years,2021-12-30,Home Mortgage,Massachusetts,500.0,527.0,5,500,35,252,1,4
Hollywood,31-45,21-30 Years,2020-10-11,Home Mortgage,Florida,500.0,522.0,4,500,40,252,1,4
Houston,31-45,21-30 Years,2020-05-17,Home Mortgage,Texas,500.0,517.0,3,500,43,252,1,4
Austin,31-45,21-30 Years,2019-07-21,Home Mortgage,Texas,500.0,524.0,5,500,44,252,1,4
Tulsa,46-60,21-30 Years,2020-07-31,Home Mortgage,Oklahoma,500.0,529.0,6,500,46,252,1,4
Roanoke,46-60,21-30 Years,2021-07-18,Home Mortgage,Virginia,500.0,515.0,3,500,49,252,1,4
Tucson,61-75,21-30 Years,2021-10-11,Home Mortgage,Arizona,500.0,525.0,5,500,61,252,1,4
Huntington,61-75,21-30 Years,2021-02-18,Home Mortgage,West Virginia,500.0,515.0,3,500,62,252,1,4
Portland,61-75,21-30 Years,2020-01-10,Home Mortgage,Oregon,500.0,523.0,5,500,74,252,1,4
Whittier,76-90,21-30 Years,2022-01-21,Home Mortgage,California,500.0,516.0,3,500,83,252,1,4
Elmira,46-60,21-30 Years,2021-10-30,Home Mortgage,New York,1000.0,1031.0,3,"1,000",59,252,1,4
Aiken,61-75,21-30 Years,2019-12-21,Home Mortgage,South Carolina,1000.0,1053.0,5,"1,000",71,252,1,4
Daytona Beach,76-90,21-30 Years,2021-08-22,Home Mortgage,Florida,1000.0,1058.0,6,"1,000",76,252,1,4
Madison,90+,21-30 Years,2021-04-09,Home Mortgage,Wisconsin,1000.0,1037.0,4,"1,000",94,252,1,4
Tampa,61-75,21-30 Years,2020-09-24,Home Mortgage,Florida,2000.0,2060.0,3,"2,000",61,252,1,4
Jacksonville,46-60,21-30 Years,2021-04-29,Home Mortgage,Florida,4000.0,4148.0,4,"4,000",50,252,1,4
Austin,61-75,21-30 Years,2019-08-31,Home Mortgage,Texas,14000.0,14823.0,6,"14,000",74,252,1,4
New York City,0-15,21-30 Years,2019-12-11,Home Mortgage,New York,500.0,519.0,4,500,4,264,1,4
Arlington,0-15,21-30 Years,2020-04-11,Home Mortgage,Virginia,500.0,521.0,4,500,5,264,1,4
Tampa,0-15,21-30 Years,2022-05-30,Home Mortgage,Florida,500.0,529.0,6,500,9,264,1,4
Las Vegas,16-30,21-30 Years,2020-02-27,Home Mortgage,Nevada,500.0,517.0,3,500,23,264,1,4
Glendale,16-30,21-30 Years,2021-07-04,Home Mortgage,Arizona,500.0,527.0,5,500,24,264,1,4
Baltimore,16-30,21-30 Years,2021-12-17,Home Mortgage,Maryland,500.0,518.0,4,500,26,264,1,4
Lansing,16-30,21-30 Years,2019-11-05,Home Mortgage,Michigan,500.0,516.0,3,500,27,264,1,4
Denton,16-30,21-30 Years,2020-06-10,Home Mortgage,Texas,500.0,530.0,6,500,29,264,1,4
Topeka,61-75,21-30 Years,2020-05-07,Home Mortgage,Kansas,500.0,517.0,3,500,62,264,1,4
Metairie,61-75,21-30 Years,2020-12-09,Home Mortgage,Louisiana,500.0,528.0,6,500,65,264,1,4
Evansville,61-75,21-30 Years,2021-06-06,Home Mortgage,Indiana,500.0,528.0,6,500,67,264,1,4
Syracuse,61-75,21-30 Years,2021-02-06,Home Mortgage,New York,500.0,527.0,5,500,71,264,1,4
Aurora,61-75,21-30 Years,2021-09-11,Home Mortgage,Colorado,500.0,520.0,4,500,74,264,1,4
Baltimore,76-90,21-30 Years,2021-09-20,Home Mortgage,Maryland,500.0,522.0,4,500,79,264,1,4
Chesapeake,76-90,21-30 Years,2022-01-16,Home Mortgage,Virginia,500.0,521.0,4,500,83,264,1,4
Wilmington,76-90,21-30 Years,2021-12-26,Home Mortgage,Delaware,500.0,519.0,4,500,86,264,1,4
Lexington,76-90,21-30 Years,2021-10-09,Home Mortgage,Kentucky,500.0,519.0,4,500,87,264,1,4
Atlanta,76-90,21-30 Years,2021-07-18,Home Mortgage,Georgia,500.0,523.0,5,500,88,264,1,4
Pensacola,0-15,21-30 Years,2020-12-17,Home Mortgage,Florida,1000.0,1034.0,3,"1,000",14,264,1,4
Sarasota,16-30,21-30 Years,2020-10-24,Home Mortgage,Florida,1000.0,1039.0,4,"1,000",27,264,1,4
El Paso,16-30,21-30 Years,2021-01-30,Home Mortgage,Texas,1000.0,1057.0,6,"1,000",27,264,1,4
Davenport,31-45,21-30 Years,2020-11-16,Home Mortgage,Iowa,1000.0,1060.0,6,"1,000",32,264,1,4
Albuquerque,61-75,21-30 Years,2020-11-19,Home Mortgage,New Mexico,1000.0,1031.0,3,"1,000",61,264,1,4
Syracuse,0-15,21-30 Years,2022-06-06,Home Mortgage,New York,2000.0,2096.0,5,"2,000",5,264,1,4
Dallas,0-15,21-30 Years,2022-06-28,Home Mortgage,Texas,2000.0,2066.0,3,"2,000",15,264,1,4
Dallas,46-60,21-30 Years,2021-02-04,Home Mortgage,Texas,2000.0,2063.0,3,"2,000",46,264,1,4
El Paso,46-60,21-30 Years,2021-01-06,Home Mortgage,Texas,2000.0,2115.0,6,"2,000",59,264,1,4
Louisville,76-90,21-30 Years,2020-12-28,Home Mortgage,Kentucky,2000.0,2061.0,3,"2,000",81,264,1,4
Vero Beach,76-90,21-30 Years,2022-04-05,Home Mortgage,Florida,2000.0,2075.0,4,"2,000",81,264,1,4
Troy,76-90,21-30 Years,2019-10-07,Home Mortgage,Michigan,2000.0,2104.0,5,"2,000",83,264,1,4
Vancouver,76-90,21-30 Years,2020-02-16,Home Mortgage,Washington,2000.0,2118.0,6,"2,000",86,264,1,4
Charlotte,0-15,21-30 Years,2020-03-14,Home Mortgage,North Carolina,4000.0,4187.0,5,"4,000",7,264,1,4
Louisville,46-60,21-30 Years,2021-05-31,Home Mortgage,Kentucky,6000.0,6313.0,5,"6,000",56,264,1,4
New Orleans,0-15,21-30 Years,2021-08-21,Home Mortgage,Louisiana,500.0,529.0,6,500,11,276,1,4
Colorado Springs,16-30,21-30 Years,2021-02-14,Home Mortgage,Colorado,500.0,525.0,5,500,19,276,1,4
Cleveland,31-45,21-30 Years,2019-07-19,Home Mortgage,Ohio,500.0,526.0,5,500,34,276,1,4
Edmond,31-45,21-30 Years,2022-07-04,Home Mortgage,Oklahoma,500.0,518.0,4,500,44,276,1,4
Dayton,46-60,21-30 Years,2021-08-09,Home Mortgage,Ohio,500.0,519.0,4,500,48,276,1,4
San Francisco,61-75,21-30 Years,2021-01-04,Home Mortgage,California,500.0,515.0,3,500,65,276,1,4
Oakland,31-45,21-30 Years,2022-03-14,Home Mortgage,California,1000.0,1051.0,5,"1,000",35,276,1,4
Hot Springs National Park,46-60,21-30 Years,2021-08-27,Home Mortgage,Arkansas,1000.0,1031.0,3,"1,000",53,276,1,4
Norfolk,61-75,21-30 Years,2021-03-12,Home Mortgage,Virginia,1000.0,1053.0,5,"1,000",75,276,1,4
Modesto,0-15,21-30 Years,2021-06-27,Home Mortgage,California,2000.0,2093.0,5,"2,000",6,276,1,4
White Plains,0-15,21-30 Years,2019-08-31,Home Mortgage,New York,3000.0,3154.0,5,"3,000",6,276,1,4
Gainesville,90+,21-30 Years,2022-05-19,Home Mortgage,Florida,27000.0,28590.0,6,"27,000",93,276,1,4
